,Age,Fare,PassengerId,Pclass,Survived,Name_title,Sex_label,Fare_Group,Embarked_label,Family,TicketLettGroup,Cabin_IsNull,Cabin_group,Age_IsNull,Age_group
380,42,227.525,381,1,1.0,3,0,1,0,0,2,1,0,0,2
381,1,15.7417,382,3,1.0,3,0,0,0,1,2,1,0,0,0
382,32,7.925,383,3,0.0,1,1,0,2,0,1,1,0,0,1
383,35,52.0,384,1,1.0,2,0,1,2,1,2,1,0,0,2
384,28,7.8958,385,3,0.0,1,1,0,2,0,1,1,0,1,1
385,18,73.5,386,2,0.0,1,1,1,2,0,3,1,0,0,1
386,1,46.9,387,3,0.0,5,1,1,2,2,3,1,0,0,0
387,36,13.0,388,2,1.0,3,0,0,2,0,1,1,0,0,2
388,28,7.7292,389,3,0.0,1,1,0,1,0,1,1,0,1,1
389,17,12.0,390,2,1.0,3,0,0,0,0,1,1,0,0,0
390,36,120.0,391,1,1.0,1,1,1,2,1,2,0,4,0,2
391,21,7.7958,392,3,1.0,1,1,0,2,0,1,1,0,0,1
392,28,7.925,393,3,0.0,1,1,0,2,1,1,1,0,0,1
393,23,113.275,394,1,1.0,3,0,1,0,1,2,0,5,0,1
394,24,16.7,395,3,1.0,2,0,0,2,1,2,0,9,0,1
395,22,7.7958,396,3,0.0,1,1,0,2,0,1,1,0,0,1
396,31,7.8542,397,3,0.0,3,0,0,2,0,1,1,0,0,1
397,46,26.0,398,2,0.0,1,1,1,2,0,2,1,0,0,3
398,23,10.5,399,2,0.0,5,1,0,2,0,1,1,0,0,1
399,28,12.65,400,2,1.0,2,0,0,2,0,1,1,0,0,1
400,39,7.925,401,3,1.0,1,1,0,2,0,1,1,0,0,2
401,26,8.05,402,3,0.0,1,1,0,2,0,1,1,0,0,1
402,21,9.825,403,3,0.0,3,0,0,2,1,1,1,0,0,1
403,28,15.85,404,3,0.0,1,1,0,2,1,2,1,0,0,1
404,20,8.6625,405,3,0.0,3,0,0,2,0,1,1,0,0,1
405,34,21.0,406,2,0.0,1,1,1,2,1,2,1,0,0,2
406,51,7.75,407,3,0.0,1,1,0,2,0,1,1,0,0,3
407,3,18.75,408,2,1.0,5,1,1,2,1,2,1,0,0,0
408,21,7.775,409,3,0.0,1,1,0,2,0,1,1,0,0,1
409,17,25.4667,410,3,0.0,3,0,1,2,2,2,1,0,1,0
410,28,7.8958,411,3,0.0,1,1,0,2,0,1,1,0,1,1
411,28,6.8583,412,3,0.0,1,1,0,1,0,1,1,0,1,1
412,33,90.0,413,1,1.0,3,0,1,1,1,2,0,6,0,1
413,32,0.0,414,2,0.0,1,1,0,2,0,2,1,0,1,1
414,44,7.925,415,3,1.0,1,1,0,2,0,1,1,0,0,3
415,32,8.05,416,3,0.0,2,0,0,2,0,1,1,0,1,1
416,34,32.5,417,2,1.0,2,0,1,2,1,2,1,0,0,2
417,18,13.0,418,2,1.0,3,0,0,2,1,1,1,0,0,1
418,30,13.0,419,2,0.0,1,1,0,2,0,1,1,0,0,1
419,10,24.15,420,3,0.0,3,0,1,2,1,2,1,0,0,0
420,28,7.8958,421,3,0.0,1,1,0,0,0,1,1,0,1,1
421,21,7.7333,422,3,0.0,1,1,0,1,0,1,1,0,0,1
422,29,7.875,423,3,0.0,1,1,0,2,0,1,1,0,0,1
423,28,14.4,424,3,0.0,2,0,0,2,1,2,1,0,0,1
424,18,20.2125,425,3,0.0,1,1,1,2,1,2,1,0,0,1
425,28,7.25,426,3,0.0,1,1,0,2,0,1,1,0,1,1
426,28,26.0,427,2,1.0,2,0,1,2,1,2,1,0,0,1
427,19,26.0,428,2,1.0,3,0,1,2,0,2,1,0,0,1
428,28,7.75,429,3,0.0,1,1,0,1,0,1,1,0,1,1
429,32,8.05,430,3,1.0,1,1,0,2,0,1,0,3,0,1
430,28,26.55,431,1,1.0,1,1,1,2,0,1,0,3,0,1
431,32,16.1,432,3,1.0,2,0,0,2,1,2,1,0,1,1
432,42,26.0,433,2,1.0,2,0,1,2,1,2,1,0,0,2
433,17,7.125,434,3,0.0,1,1,0,2,0,1,1,0,0,0
434,50,55.9,435,1,0.0,1,1,1,2,1,2,0,2,0,3
435,14,120.0,436,1,1.0,3,0,1,2,1,2,0,4,0,0
436,21,34.375,437,3,0.0,3,0,1,2,2,2,1,0,0,1
437,24,18.75,438,2,1.0,2,0,1,2,2,2,1,0,0,1
438,64,263.0,439,1,0.0,1,1,1,2,2,3,0,6,0,4
439,31,10.5,440,2,0.0,1,1,0,2,0,1,1,0,0,1
440,45,26.25,441,2,1.0,2,0,1,2,1,2,1,0,0,3
441,20,9.5,442,3,0.0,1,1,0,2,0,1,1,0,0,1
442,25,7.775,443,3,0.0,1,1,0,2,1,1,1,0,0,1
443,28,13.0,444,2,1.0,2,0,0,2,0,1,1,0,0,1
444,28,8.1125,445,3,1.0,1,1,0,2,0,1,1,0,1,1
445,4,81.8583,446,1,1.0,5,1,1,2,1,2,0,7,0,0
446,13,19.5,447,2,1.0,3,0,1,2,1,2,1,0,0,0
447,34,26.55,448,1,1.0,1,1,1,2,0,1,1,0,0,2
448,5,19.2583,449,3,1.0,3,0,1,0,1,2,1,0,0,0
449,52,30.5,450,1,1.0,5,1,1,2,0,1,0,1,0,3
450,36,27.75,451,2,0.0,1,1,1,2,1,2,1,0,0,2
451,28,19.9667,452,3,0.0,1,1,1,2,1,1,1,0,1,1
452,30,27.75,453,1,0.0,1,1,1,0,0,1,0,1,0,1
453,49,89.1042,454,1,1.0,1,1,1,0,1,2,0,2,0,3
454,28,8.05,455,3,0.0,1,1,0,2,0,1,1,0,1,1
455,29,7.8958,456,3,1.0,1,1,0,0,0,1,1,0,0,1
456,65,26.55,457,1,0.0,1,1,1,2,0,1,0,4,0,4
457,42,51.8625,458,1,1.0,2,0,1,2,1,2,0,3,1,2
458,50,10.5,459,2,1.0,3,0,0,2,0,1,1,0,0,3
459,28,7.75,460,3,0.0,1,1,0,1,0,1,1,0,1,1
460,48,26.55,461,1,1.0,1,1,1,2,0,1,0,3,0,3
461,34,8.05,462,3,0.0,1,1,0,2,0,1,1,0,0,2
462,47,38.5,463,1,0.0,1,1,1,2,0,1,0,3,0,3
463,48,13.0,464,2,0.0,1,1,0,2,0,1,1,0,0,3
464,28,8.05,465,3,0.0,1,1,0,2,0,1,1,0,1,1
465,38,7.05,466,3,0.0,1,1,0,2,0,1,1,0,0,2
466,32,0.0,467,2,0.0,1,1,0,2,0,2,1,0,1,1
467,56,26.55,468,1,0.0,1,1,1,2,0,1,1,0,0,3
468,28,7.725,469,3,0.0,1,1,0,1,0,1,1,0,1,1
469,0,19.2583,470,3,1.0,3,0,1,0,1,2,1,0,0,0
470,28,7.25,471,3,0.0,1,1,0,2,0,1,1,0,1,1
471,38,8.6625,472,3,0.0,1,1,0,2,0,1,1,0,0,2
472,33,27.75,473,2,1.0,2,0,1,2,1,2,1,0,0,1
473,23,13.7917,474,2,1.0,2,0,0,0,0,1,0,0,0,1
474,22,9.8375,475,3,0.0,3,0,0,2,0,1,1,0,0,1
475,41,52.0,476,1,0.0,1,1,1,2,0,2,0,1,1,2
476,34,21.0,477,2,0.0,1,1,1,2,1,2,1,0,0,2
477,29,7.0458,478,3,0.0,1,1,0,2,1,1,1,0,0,1
478,22,7.5208,479,3,0.0,1,1,0,2,0,1,1,0,0,1
479,2,12.2875,480,3,1.0,3,0,0,2,1,2,1,0,0,0
480,9,46.9,481,3,0.0,5,1,1,2,2,3,1,0,0,0
481,32,0.0,482,2,0.0,1,1,0,2,0,1,1,0,1,1
482,50,8.05,483,3,0.0,1,1,0,2,0,1,1,0,0,3
483,63,9.5875,484,3,1.0,2,0,0,2,0,1,1,0,0,4
484,25,91.0792,485,1,1.0,1,1,1,0,1,2,0,5,0,1
485,17,25.4667,486,3,0.0,3,0,1,2,2,2,1,0,1,0
486,35,90.0,487,1,1.0,2,0,1,2,1,2,0,2,0,2
487,58,29.7,488,1,0.0,1,1,1,0,0,1,0,3,0,3
488,30,8.05,489,3,0.0,1,1,0,2,0,1,1,0,0,1
489,9,15.9,490,3,1.0,5,1,0,2,1,2,1,0,0,0
490,28,19.9667,491,3,0.0,1,1,1,2,1,1,1,0,1,1
491,21,7.25,492,3,0.0,1,1,0,2,0,1,1,0,0,1
492,55,30.5,493,1,0.0,1,1,1,2,0,1,0,4,0,3
493,71,49.5042,494,1,0.0,1,1,1,0,0,1,1,0,0,4
494,21,8.05,495,3,0.0,1,1,0,2,0,1,1,0,0,1
495,28,14.4583,496,3,0.0,1,1,0,0,0,2,1,0,1,1
496,54,78.2667,497,1,1.0,3,0,1,0,1,2,0,5,0,3
497,28,15.1,498,3,0.0,1,1,0,2,0,2,1,0,1,1
498,25,151.55,499,1,0.0,2,0,1,2,1,3,0,8,0,1
499,24,7.7958,500,3,0.0,1,1,0,2,0,1,1,0,0,1
500,17,8.6625,501,3,0.0,1,1,0,2,0,1,1,0,0,0
501,21,7.75,502,3,0.0,3,0,0,1,0,1,1,0,0,1
502,17,7.6292,503,3,0.0,3,0,0,1,0,1,1,0,1,0
503,37,9.5875,504,3,0.0,3,0,0,2,0,1,1,0,0,2
504,16,86.5,505,1,1.0,3,0,1,2,0,2,0,1,0,0
505,18,108.9,506,1,0.0,1,1,1,0,1,2,0,2,0,1
506,33,26.0,507,2,1.0,2,0,1,2,1,2,1,0,0,1
507,41,26.55,508,1,1.0,1,1,1,2,0,1,1,0,1,2
508,28,22.525,509,3,0.0,1,1,1,2,0,2,1,0,0,1
509,26,56.4958,510,3,1.0,1,1,1,2,0,3,1,0,0,1
510,29,7.75,511,3,1.0,1,1,0,1,0,1,1,0,0,1
511,28,8.05,512,3,0.0,1,1,0,2,0,1,1,0,1,1
512,36,26.2875,513,1,1.0,1,1,1,2,0,1,0,2,0,2
513,54,59.4,514,1,1.0,2,0,1,0,1,2,1,0,0,3
514,24,7.4958,515,3,0.0,1,1,0,2,0,1,1,0,0,1
515,47,34.0208,516,1,0.0,1,1,1,2,0,1,0,6,0,3
516,34,10.5,517,2,1.0,2,0,0,2,0,1,0,8,0,2
517,28,24.15,518,3,0.0,1,1,1,1,0,2,1,0,1,1
518,36,26.0,519,2,1.0,2,0,1,2,1,2,1,0,0,2
519,32,7.8958,520,3,0.0,1,1,0,2,0,1,1,0,0,1
520,30,93.5,521,1,1.0,3,0,1,2,0,2,0,3,0,1
521,22,7.8958,522,3,0.0,1,1,0,2,0,1,1,0,0,1
522,28,7.225,523,3,0.0,1,1,0,0,0,1,1,0,1,1
523,44,57.9792,524,1,1.0,2,0,1,0,1,2,0,3,0,3
524,28,7.2292,525,3,0.0,1,1,0,0,0,1,1,0,1,1
525,40,7.75,526,3,0.0,1,1,0,1,0,1,1,0,0,2
526,50,10.5,527,2,1.0,3,0,0,2,0,1,1,0,0,3
527,41,221.7792,528,1,0.0,1,1,1,2,0,2,0,1,1,2
528,39,7.925,529,3,0.0,1,1,0,2,0,1,1,0,0,2
529,23,11.5,530,2,0.0,1,1,0,2,1,1,1,0,0,1
530,2,26.0,531,2,1.0,3,0,1,2,1,2,1,0,0,0
531,28,7.2292,532,3,0.0,1,1,0,0,0,1,1,0,1,1
532,17,7.2292,533,3,0.0,1,1,0,0,1,1,1,0,0,0
533,32,22.3583,534,3,1.0,2,0,1,0,1,2,1,0,1,1
534,30,8.6625,535,3,0.0,3,0,0,2,0,1,1,0,0,1
535,7,26.25,536,2,1.0,3,0,1,2,1,2,1,0,0,0
536,45,26.55,537,1,0.0,5,1,1,2,0,1,0,4,0,3
537,30,106.425,538,1,1.0,3,0,1,0,0,2,1,0,0,1
538,28,14.5,539,3,0.0,1,1,0,2,0,2,1,0,1,1
539,22,49.5,540,1,1.0,3,0,1,0,1,1,0,2,0,1
540,36,71.0,541,1,1.0,3,0,1,2,1,2,0,3,0,2
541,9,31.275,542,3,0.0,3,0,1,2,2,3,1,0,0,0
542,11,31.275,543,3,0.0,3,0,1,2,2,3,1,0,0,0
543,32,26.0,544,2,1.0,1,1,1,2,1,2,1,0,0,1
544,50,106.425,545,1,0.0,1,1,1,0,1,2,0,3,0,3
545,64,26.0,546,1,0.0,1,1,1,2,0,1,1,0,0,4
546,19,26.0,547,2,1.0,2,0,1,2,1,2,1,0,0,1
547,32,13.8625,548,2,1.0,1,1,0,0,0,1,1,0,1,1
548,33,20.525,549,3,0.0,1,1,1,2,1,2,1,0,0,1
549,8,36.75,550,2,1.0,5,1,1,2,1,2,1,0,0,0
550,17,110.8833,551,1,1.0,1,1,1,0,1,2,0,1,0,0
551,27,26.0,552,2,0.0,1,1,1,2,0,2,1,0,0,1
552,28,7.8292,553,3,0.0,1,1,0,1,0,1,1,0,1,1
553,22,7.225,554,3,1.0,1,1,0,0,0,1,1,0,0,1
554,22,7.775,555,3,1.0,3,0,0,2,0,1,1,0,0,1
555,62,26.55,556,1,0.0,1,1,1,2,0,1,1,0,0,4
556,48,39.6,557,1,1.0,2,0,1,0,1,1,0,1,0,3
557,41,227.525,558,1,0.0,1,1,1,0,0,2,1,0,1,2
558,39,79.65,559,1,1.0,2,0,1,2,1,2,0,2,0,2
559,36,17.4,560,3,1.0,2,0,1,2,1,2,1,0,0,2
560,28,7.75,561,3,0.0,1,1,0,1,0,1,1,0,1,1
561,40,7.8958,562,3,0.0,1,1,0,2,0,1,1,0,0,2
562,28,13.5,563,2,0.0,1,1,0,2,0,1,1,0,0,1
563,28,8.05,564,3,0.0,1,1,0,2,0,1,1,0,1,1
564,17,8.05,565,3,0.0,3,0,0,2,0,1,1,0,1,0
565,24,24.15,566,3,0.0,1,1,1,2,1,2,1,0,0,1
566,19,7.8958,567,3,0.0,1,1,0,2,0,1,1,0,0,1
567,29,21.075,568,3,0.0,2,0,1,2,2,2,1,0,0,1
568,28,7.2292,569,3,0.0,1,1,0,0,0,1,1,0,1,1
569,32,7.8542,570,3,1.0,1,1,0,2,0,1,1,0,0,1
570,62,10.5,571,2,1.0,1,1,0,2,0,1,1,0,0,4
571,53,51.4792,572,1,1.0,2,0,1,2,1,2,0,7,0,3
572,36,26.3875,573,1,1.0,1,1,1,2,0,1,0,2,0,2
573,17,7.75,574,3,1.0,3,0,0,1,0,1,1,0,1,0
574,16,8.05,575,3,0.0,1,1,0,2,0,1,1,0,0,0
575,19,14.5,576,3,0.0,1,1,0,2,0,2,1,0,0,1
576,34,13.0,577,2,1.0,3,0,0,2,0,1,1,0,0,2
577,39,55.9,578,1,1.0,2,0,1,2,1,2,0,2,0,2
578,32,14.4583,579,3,0.0,2,0,0,0,1,2,1,0,1,1
579,32,7.925,580,3,1.0,1,1,0,2,0,1,1,0,0,1
580,25,30.0,581,2,1.0,3,0,1,2,1,2,1,0,0,1
581,39,110.8833,582,1,1.0,2,0,1,0,1,2,0,3,0,2
582,54,26.0,583,2,0.0,1,1,1,2,0,2,1,0,0,3
583,36,40.125,584,1,0.0,1,1,1,0,0,1,0,3,0,2
584,28,8.7125,585,3,0.0,1,1,0,0,0,1,1,0,1,1
585,18,79.65,586,1,1.0,3,0,1,2,1,2,0,3,0,1
586,47,15.0,587,2,0.0,1,1,0,2,0,1,1,0,0,3
587,60,79.2,588,1,1.0,1,1,1,0,1,2,0,3,0,4
588,22,8.05,589,3,0.0,1,1,0,2,0,1,1,0,0,1
589,28,8.05,590,3,0.0,1,1,0,2,0,1,1,0,1,1
590,35,7.125,591,3,0.0,1,1,0,2,0,1,1,0,0,2
591,52,78.2667,592,1,1.0,2,0,1,0,1,2,0,5,0,3
592,47,7.25,593,3,0.0,1,1,0,2,0,1,1,0,0,3
593,17,7.75,594,3,0.0,3,0,0,1,1,1,1,0,1,0
594,37,26.0,595,2,0.0,1,1,1,2,1,2,1,0,0,2
595,36,24.15,596,3,0.0,1,1,1,2,1,2,1,0,0,2
596,20,33.0,597,2,1.0,3,0,1,2,0,2,1,0,1,1
597,49,0.0,598,3,0.0,1,1,0,2,0,2,1,0,0,3
598,28,7.225,599,3,0.0,1,1,0,0,0,1,1,0,1,1
599,49,56.9292,600,1,1.0,5,1,1,0,1,2,0,5,0,3
600,24,27.0,601,2,1.0,2,0,1,2,1,2,1,0,0,1
601,28,7.8958,602,3,0.0,1,1,0,2,0,1,1,0,1,1
602,41,42.4,603,1,0.0,1,1,1,2,0,2,1,0,1,2
603,44,8.05,604,3,0.0,1,1,0,2,0,1,1,0,0,3
604,35,26.55,605,1,1.0,1,1,1,0,0,1,1,0,0,2
605,36,15.55,606,3,0.0,1,1,0,2,1,2,1,0,0,2
606,30,7.8958,607,3,0.0,1,1,0,2,0,1,1,0,0,1
607,27,30.5,608,1,1.0,1,1,1,2,0,1,1,0,0,1
608,22,41.5792,609,2,1.0,2,0,1,0,1,2,1,0,0,1
609,40,153.4625,610,1,1.0,3,0,1,2,0,2,0,2,0,2
610,39,31.275,611,3,0.0,2,0,1,2,2,3,1,0,0,2
611,28,7.05,612,3,0.0,1,1,0,2,0,1,1,0,1,1
612,17,15.5,613,3,1.0,3,0,0,1,1,2,1,0,1,0
613,28,7.75,614,3,0.0,1,1,0,1,0,1,1,0,1,1
614,35,8.05,615,3,0.0,1,1,0,2,0,1,1,0,0,2
615,24,65.0,616,2,1.0,3,0,1,2,1,2,1,0,0,1
616,34,14.4,617,3,0.0,1,1,0,2,1,2,1,0,0,2
617,26,16.1,618,3,0.0,2,0,0,2,1,2,1,0,0,1
618,4,39.0,619,2,1.0,3,0,1,2,1,2,0,5,0,0
619,26,10.5,620,2,0.0,1,1,0,2,0,1,1,0,0,1
620,27,14.4542,621,3,0.0,1,1,0,0,1,2,1,0,0,1
621,42,52.5542,622,1,1.0,1,1,1,2,1,2,0,4,0,2
622,20,15.7417,623,3,1.0,1,1,0,0,1,2,1,0,0,1
623,21,7.8542,624,3,0.0,1,1,0,2,0,1,1,0,0,1
624,21,16.1,625,3,0.0,1,1,0,2,0,2,1,0,0,1
625,61,32.3208,626,1,0.0,1,1,1,2,0,1,0,5,0,4
626,57,12.35,627,2,0.0,4,1,0,1,0,1,1,0,0,3
627,21,77.9583,628,1,1.0,3,0,1,2,0,2,0,2,0,1
628,26,7.8958,629,3,0.0,1,1,0,2,0,1,1,0,0,1
629,28,7.7333,630,3,0.0,1,1,0,1,0,1,1,0,1,1
630,80,30.0,631,1,1.0,1,1,1,2,0,1,0,1,0,4
631,51,7.0542,632,3,0.0,1,1,0,2,0,1,1,0,0,3
632,32,30.5,633,1,1.0,5,1,1,0,0,1,0,5,0,1
633,41,0.0,634,1,0.0,1,1,0,2,0,1,1,0,1,2
634,9,27.9,635,3,0.0,3,0,1,2,2,3,1,0,0,0
635,28,13.0,636,2,1.0,3,0,0,2,0,1,1,0,0,1
636,32,7.925,637,3,0.0,1,1,0,2,0,1,1,0,0,1
637,31,26.25,638,2,0.0,1,1,1,2,1,2,1,0,0,1
638,41,39.6875,639,3,0.0,2,0,1,2,2,3,1,0,0,2
639,28,16.1,640,3,0.0,1,1,0,2,1,2,1,0,1,1
640,20,7.8542,641,3,0.0,1,1,0,2,0,1,1,0,0,1
641,24,69.3,642,1,1.0,2,0,1,0,0,2,0,4,0,1
642,2,27.9,643,3,0.0,3,0,1,2,2,3,1,0,0,0
643,28,56.4958,644,3,1.0,1,1,1,2,0,3,1,0,1,1
644,0,19.2583,645,3,1.0,3,0,1,0,1,2,1,0,0,0
645,48,76.7292,646,1,1.0,1,1,1,0,1,2,0,8,0,3
646,19,7.8958,647,3,0.0,1,1,0,2,0,1,1,0,0,1
647,56,35.5,648,1,1.0,5,1,1,0,0,1,0,8,0,3
648,28,7.55,649,3,0.0,1,1,0,2,0,1,1,0,1,1
649,23,7.55,650,3,1.0,3,0,0,2,0,1,1,0,0,1
650,28,7.8958,651,3,0.0,1,1,0,2,0,1,1,0,1,1
651,18,23.0,652,2,1.0,3,0,1,2,1,2,1,0,0,1
652,21,8.4333,653,3,0.0,1,1,0,2,0,1,1,0,0,1
653,17,7.8292,654,3,1.0,3,0,0,1,0,1,1,0,1,0
654,18,6.75,655,3,0.0,3,0,0,1,0,1,1,0,0,1
655,24,73.5,656,2,0.0,1,1,1,2,1,3,1,0,0,1
656,28,7.8958,657,3,0.0,1,1,0,2,0,1,1,0,1,1
657,32,15.5,658,3,0.0,2,0,0,1,1,2,1,0,0,1
658,23,13.0,659,2,0.0,1,1,0,2,0,1,1,0,0,1
659,58,113.275,660,1,0.0,1,1,1,0,1,2,0,1,0,3
660,50,133.65,661,1,1.0,5,1,1,2,1,2,1,0,0,3
661,40,7.225,662,3,0.0,1,1,0,0,0,1,1,0,0,2
662,47,25.5875,663,1,0.0,1,1,1,2,0,1,0,1,0,3
663,36,7.4958,664,3,0.0,1,1,0,2,0,1,1,0,0,2
664,20,7.925,665,3,1.0,1,1,0,2,1,1,1,0,0,1
665,32,73.5,666,2,0.0,1,1,1,2,1,3,1,0,0,1
666,25,13.0,667,2,0.0,1,1,0,2,0,1,1,0,0,1
667,28,7.775,668,3,0.0,1,1,0,2,0,1,1,0,1,1
668,43,8.05,669,3,0.0,1,1,0,2,0,1,1,0,0,2
669,42,52.0,670,1,1.0,2,0,1,2,1,2,0,2,1,2
670,40,39.0,671,2,1.0,2,0,1,2,1,2,1,0,0,2
671,31,52.0,672,1,0.0,1,1,1,2,1,2,0,2,0,1
672,70,10.5,673,2,0.0,1,1,0,2,0,1,1,0,0,4
673,31,13.0,674,2,1.0,1,1,0,2,0,1,1,0,0,1
674,32,0.0,675,2,0.0,1,1,0,2,0,1,1,0,1,1
675,18,7.775,676,3,0.0,1,1,0,2,0,1,1,0,0,1
676,24,8.05,677,3,0.0,1,1,0,2,0,1,1,0,0,1
677,18,9.8417,678,3,1.0,3,0,0,2,0,1,1,0,0,1
678,43,46.9,679,3,0.0,2,0,1,2,2,3,1,0,0,2
679,36,512.3292,680,1,1.0,1,1,1,0,1,2,0,3,0,2
680,17,8.1375,681,3,0.0,3,0,0,1,0,1,1,0,1,0
681,27,76.7292,682,1,1.0,1,1,1,0,0,2,0,5,0,1
682,20,9.225,683,3,0.0,1,1,0,2,0,1,1,0,0,1
683,14,46.9,684,3,0.0,1,1,1,2,2,3,1,0,0,0
684,60,39.0,685,2,0.0,1,1,1,2,1,2,1,0,0,4
685,25,41.5792,686,2,0.0,1,1,1,0,1,2,1,0,0,1
686,14,39.6875,687,3,0.0,1,1,1,2,2,3,1,0,0,0
687,19,10.1708,688,3,0.0,1,1,0,2,0,1,1,0,0,1
688,18,7.7958,689,3,0.0,1,1,0,2,0,1,1,0,0,1
689,15,211.3375,690,1,1.0,3,0,1,2,1,2,0,3,0,0
690,31,57.0,691,1,1.0,1,1,1,2,1,2,0,5,0,1
691,4,13.4167,692,3,1.0,3,0,0,0,1,2,1,0,0,0
692,28,56.4958,693,3,1.0,1,1,1,2,0,3,1,0,1,1
693,25,7.225,694,3,0.0,1,1,0,0,0,1,1,0,0,1
694,60,26.55,695,1,0.0,5,1,1,2,0,1,1,0,0,4
695,52,13.5,696,2,0.0,1,1,0,2,0,1,1,0,0,3
696,44,8.05,697,3,0.0,1,1,0,2,0,1,1,0,0,3
697,17,7.7333,698,3,1.0,3,0,0,1,0,1,1,0,1,0
698,49,110.8833,699,1,0.0,1,1,1,0,1,2,0,3,0,3
699,42,7.65,700,3,0.0,1,1,0,2,0,1,0,3,0,2
700,18,227.525,701,1,1.0,2,0,1,0,1,2,0,2,0,1
701,35,26.2875,702,1,1.0,1,1,1,2,0,1,0,4,0,2
702,18,14.4542,703,3,0.0,3,0,0,0,1,2,1,0,0,1
703,25,7.7417,704,3,0.0,1,1,0,1,0,1,1,0,0,1
704,26,7.8542,705,3,0.0,1,1,0,2,1,1,1,0,0,1
705,39,26.0,706,2,0.0,1,1,1,2,0,2,1,0,0,2
706,45,13.5,707,2,1.0,2,0,0,2,0,1,1,0,0,3
707,42,26.2875,708,1,1.0,1,1,1,2,0,1,0,4,0,2
708,22,151.55,709,1,1.0,3,0,1,2,0,3,1,0,0,1
709,6,15.2458,710,3,1.0,5,1,0,0,1,2,1,0,1,0
710,24,49.5042,711,1,1.0,2,0,1,0,0,1,0,1,0,1
711,41,26.55,712,1,0.0,1,1,1,2,0,1,0,2,1,2
712,48,52.0,713,1,1.0,1,1,1,2,1,2,0,2,0,3
713,29,9.4833,714,3,0.0,1,1,0,2,0,1,1,0,0,1
714,52,13.0,715,2,0.0,1,1,0,2,0,2,1,0,0,3
715,19,7.65,716,3,0.0,1,1,0,2,0,1,0,3,0,1
716,38,227.525,717,1,1.0,3,0,1,0,0,2,0,5,0,2
717,27,10.5,718,2,1.0,3,0,0,2,0,1,0,7,0,1
718,28,15.5,719,3,0.0,1,1,0,1,0,2,1,0,1,1
719,33,7.775,720,3,0.0,1,1,0,2,0,1,1,0,0,1
720,6,33.0,721,2,1.0,3,0,1,2,1,2,1,0,0,0
721,17,7.0542,722,3,0.0,1,1,0,2,1,1,1,0,0,0
722,34,13.0,723,2,0.0,1,1,0,2,0,1,1,0,0,2
723,50,13.0,724,2,0.0,1,1,0,2,0,1,1,0,0,3
724,27,53.1,725,1,1.0,1,1,1,2,1,2,0,2,0,1
725,20,8.6625,726,3,0.0,1,1,0,2,0,1,1,0,0,1
726,30,21.0,727,2,1.0,2,0,1,2,1,2,1,0,0,1
727,17,7.7375,728,3,1.0,3,0,0,1,0,1,1,0,1,0
728,25,26.0,729,2,0.0,1,1,1,2,1,2,1,0,0,1
729,25,7.925,730,3,0.0,3,0,0,2,1,1,1,0,0,1
730,29,211.3375,731,1,1.0,3,0,1,2,0,2,0,3,0,1
731,11,18.7875,732,3,0.0,1,1,1,0,0,2,1,0,0,0
732,32,0.0,733,2,0.0,1,1,0,2,0,1,1,0,1,1
733,23,13.0,734,2,0.0,1,1,0,2,0,1,1,0,0,1
734,23,13.0,735,2,0.0,1,1,0,2,0,1,1,0,0,1
735,28,16.1,736,3,0.0,1,1,0,2,0,2,1,0,0,1
736,48,34.375,737,3,0.0,2,0,1,2,2,2,1,0,0,3
737,35,512.3292,738,1,1.0,1,1,1,0,0,2,0,7,0,2
738,28,7.8958,739,3,0.0,1,1,0,2,0,1,1,0,1,1
739,28,7.8958,740,3,0.0,1,1,0,2,0,1,1,0,1,1
740,41,30.0,741,1,1.0,1,1,1,2,0,1,0,5,1,2
741,36,78.85,742,1,0.0,1,1,1,2,1,2,0,6,0,2
742,21,262.375,743,1,1.0,3,0,1,0,2,3,0,5,0,1
743,24,16.1,744,3,0.0,1,1,0,2,1,2,1,0,0,1
744,31,7.925,745,3,1.0,1,1,0,2,0,1,1,0,0,1
745,70,71.0,746,1,0.0,5,1,1,2,1,2,0,3,0,4
746,16,20.25,747,3,0.0,1,1,1,2,1,2,1,0,0,0
747,30,13.0,748,2,1.0,3,0,0,2,0,1,1,0,0,1
748,19,53.1,749,1,0.0,1,1,1,2,1,2,0,4,0,1
749,31,7.75,750,3,0.0,1,1,0,1,0,1,1,0,0,1
750,4,23.0,751,2,1.0,3,0,1,2,1,2,1,0,0,0
751,6,12.475,752,3,1.0,5,1,0,2,1,2,0,2,0,0
752,33,9.5,753,3,0.0,1,1,0,2,0,1,1,0,0,1
753,23,7.8958,754,3,0.0,1,1,0,2,0,1,1,0,0,1
754,48,65.0,755,2,1.0,2,0,1,2,1,2,1,0,0,3
755,0,14.5,756,2,1.0,5,1,0,2,1,2,1,0,0,0
756,28,7.7958,757,3,0.0,1,1,0,2,0,1,1,0,0,1
757,18,11.5,758,2,0.0,1,1,0,2,0,1,1,0,0,1
758,34,8.05,759,3,0.0,1,1,0,2,0,1,1,0,0,2
759,33,86.5,760,1,1.0,5,0,1,2,0,2,0,3,0,1
760,28,14.5,761,3,0.0,1,1,0,2,0,2,1,0,1,1
761,41,7.125,762,3,0.0,1,1,0,2,0,1,1,0,0,2
762,20,7.2292,763,3,1.0,1,1,0,0,0,1,1,0,0,1
