,PassengerId,Survived,Pclass,Age,Fare,Name_title,Sex_label,Fare_Group,Embarked_label,Family,TicketLettGroup,Cabin_IsNull,Cabin_group,Age_IsNull,Age_group
402,403,0,3,21,9.825,3,0,0,2,1,1,1,0,0,1
403,404,0,3,28,15.85,1,1,0,2,1,2,1,0,0,1
404,405,0,3,20,8.6625,3,0,0,2,0,1,1,0,0,1
405,406,0,2,34,21.0,1,1,1,2,1,2,1,0,0,2
406,407,0,3,51,7.75,1,1,0,2,0,1,1,0,0,3
407,408,1,2,3,18.75,5,1,1,2,1,2,1,0,0,0
408,409,0,3,21,7.775,1,1,0,2,0,1,1,0,0,1
409,410,0,3,17,25.4667,3,0,1,2,2,2,1,0,1,0
410,411,0,3,28,7.8958,1,1,0,2,0,1,1,0,1,1
411,412,0,3,28,6.8583,1,1,0,1,0,1,1,0,1,1
412,413,1,1,33,90.0,3,0,1,1,1,2,0,3,0,1
413,414,0,2,32,0.0,1,1,0,2,0,2,1,0,1,1
414,415,1,3,44,7.925,1,1,0,2,0,1,1,0,0,3
415,416,0,3,32,8.05,2,0,0,2,0,1,1,0,1,1
416,417,1,2,34,32.5,2,0,1,2,1,2,1,0,0,2
417,418,1,2,18,13.0,3,0,0,2,1,1,1,0,0,1
418,419,0,2,30,13.0,1,1,0,2,0,1,1,0,0,1
419,420,0,3,10,24.15,3,0,1,2,1,2,1,0,0,0
420,421,0,3,28,7.8958,1,1,0,0,0,1,1,0,1,1
421,422,0,3,21,7.7333,1,1,0,1,0,1,1,0,0,1
422,423,0,3,29,7.875,1,1,0,2,0,1,1,0,0,1
423,424,0,3,28,14.4,2,0,0,2,1,2,1,0,0,1
424,425,0,3,18,20.2125,1,1,1,2,1,2,1,0,0,1
425,426,0,3,28,7.25,1,1,0,2,0,1,1,0,1,1
426,427,1,2,28,26.0,2,0,1,2,1,2,1,0,0,1
427,428,1,2,19,26.0,3,0,1,2,0,2,1,0,0,1
428,429,0,3,28,7.75,1,1,0,1,0,1,1,0,1,1
429,430,1,3,32,8.05,1,1,0,2,0,1,0,2,0,1
430,431,1,1,28,26.55,1,1,1,2,0,1,0,2,0,1
431,432,1,3,32,16.1,2,0,0,2,1,2,1,0,1,1
432,433,1,2,42,26.0,2,0,1,2,1,2,1,0,0,2
433,434,0,3,17,7.125,1,1,0,2,0,1,1,0,0,0
434,435,0,1,50,55.9,1,1,1,2,1,2,0,2,0,3
435,436,1,1,14,120.0,3,0,1,2,1,2,0,4,0,0
436,437,0,3,21,34.375,3,0,1,2,2,2,1,0,0,1
437,438,1,2,24,18.75,2,0,1,2,2,2,1,0,0,1
438,439,0,1,64,263.0,1,1,1,2,2,3,0,4,0,4
439,440,0,2,31,10.5,1,1,0,2,0,1,1,0,0,1
440,441,1,2,45,26.25,2,0,1,2,1,2,1,0,0,3
441,442,0,3,20,9.5,1,1,0,2,0,1,1,0,0,1
442,443,0,3,25,7.775,1,1,0,2,1,1,1,0,0,1
443,444,1,2,28,13.0,2,0,0,2,0,1,1,0,0,1
444,445,1,3,28,8.1125,1,1,0,2,0,1,1,0,1,1
445,446,1,1,4,81.8583,5,1,1,2,1,2,0,2,0,0
446,447,1,2,13,19.5,3,0,1,2,1,2,1,0,0,0
447,448,1,1,34,26.55,1,1,1,2,0,1,1,0,0,2
448,449,1,3,5,19.2583,3,0,1,0,1,2,1,0,0,0
449,450,1,1,52,30.5,5,1,1,2,0,1,0,1,0,3
450,451,0,2,36,27.75,1,1,1,2,1,2,1,0,0,2
451,452,0,3,28,19.9667,1,1,1,2,1,1,1,0,1,1
452,453,0,1,30,27.75,1,1,1,0,0,1,0,1,0,1
453,454,1,1,49,89.1042,1,1,1,0,1,2,0,2,0,3
454,455,0,3,28,8.05,1,1,0,2,0,1,1,0,1,1
455,456,1,3,29,7.8958,1,1,0,0,0,1,1,0,0,1
456,457,0,1,65,26.55,1,1,1,2,0,1,0,3,0,4
457,458,1,1,42,51.8625,2,0,1,2,1,2,0,1,1,2
458,459,1,2,50,10.5,3,0,0,2,0,1,1,0,0,3
459,460,0,3,28,7.75,1,1,0,1,0,1,1,0,1,1
460,461,1,1,48,26.55,1,1,1,2,0,1,0,2,0,3
461,462,0,3,34,8.05,1,1,0,2,0,1,1,0,0,2
462,463,0,1,47,38.5,1,1,1,2,0,1,0,2,0,3
463,464,0,2,48,13.0,1,1,0,2,0,1,1,0,0,3
464,465,0,3,28,8.05,1,1,0,2,0,1,1,0,1,1
465,466,0,3,38,7.05,1,1,0,2,0,1,1,0,0,2
466,467,0,2,32,0.0,1,1,0,2,0,2,1,0,1,1
467,468,0,1,56,26.55,1,1,1,2,0,1,1,0,0,3
468,469,0,3,28,7.725,1,1,0,1,0,1,1,0,1,1
469,470,1,3,0,19.2583,3,0,1,0,1,2,1,0,0,0
470,471,0,3,28,7.25,1,1,0,2,0,1,1,0,1,1
471,472,0,3,38,8.6625,1,1,0,2,0,1,1,0,0,2
472,473,1,2,33,27.75,2,0,1,2,1,2,1,0,0,1
473,474,1,2,23,13.7917,2,0,0,0,0,1,0,0,0,1
474,475,0,3,22,9.8375,3,0,0,2,0,1,1,0,0,1
475,476,0,1,41,52.0,1,1,1,2,0,2,0,1,1,2
476,477,0,2,34,21.0,1,1,1,2,1,2,1,0,0,2
477,478,0,3,29,7.0458,1,1,0,2,1,1,1,0,0,1
478,479,0,3,22,7.5208,1,1,0,2,0,1,1,0,0,1
479,480,1,3,2,12.2875,3,0,0,2,1,2,1,0,0,0
480,481,0,3,9,46.9,5,1,1,2,2,3,1,0,0,0
481,482,0,2,32,0.0,1,1,0,2,0,1,1,0,1,1
482,483,0,3,50,8.05,1,1,0,2,0,1,1,0,0,3
483,484,1,3,63,9.5875,2,0,0,2,0,1,1,0,0,4
484,485,1,1,25,91.0792,1,1,1,0,1,2,0,5,0,1
485,486,0,3,17,25.4667,3,0,1,2,2,2,1,0,1,0
486,487,1,1,35,90.0,2,0,1,2,1,2,0,2,0,2
487,488,0,1,58,29.7,1,1,1,0,0,1,0,2,0,3
488,489,0,3,30,8.05,1,1,0,2,0,1,1,0,0,1
489,490,1,3,9,15.9,5,1,0,2,1,2,1,0,0,0
490,491,0,3,28,19.9667,1,1,1,2,1,1,1,0,1,1
491,492,0,3,21,7.25,1,1,0,2,0,1,1,0,0,1
492,493,0,1,55,30.5,1,1,1,2,0,1,0,3,0,3
493,494,0,1,71,49.5042,1,1,1,0,0,1,1,0,0,4
494,495,0,3,21,8.05,1,1,0,2,0,1,1,0,0,1
495,496,0,3,28,14.4583,1,1,0,0,0,2,1,0,1,1
496,497,1,1,54,78.2667,3,0,1,0,1,2,0,5,0,3
497,498,0,3,28,15.1,1,1,0,2,0,2,1,0,1,1
498,499,0,1,25,151.55,2,0,1,2,1,3,0,6,0,1
499,500,0,3,24,7.7958,1,1,0,2,0,1,1,0,0,1
500,501,0,3,17,8.6625,1,1,0,2,0,1,1,0,0,0
501,502,0,3,21,7.75,3,0,0,1,0,1,1,0,0,1
502,503,0,3,17,7.6292,3,0,0,1,0,1,1,0,1,0
503,504,0,3,37,9.5875,3,0,0,2,0,1,1,0,0,2
504,505,1,1,16,86.5,3,0,1,2,0,2,0,1,0,0
505,506,0,1,18,108.9,1,1,1,0,1,2,0,2,0,1
506,507,1,2,33,26.0,2,0,1,2,1,2,1,0,0,1
507,508,1,1,41,26.55,1,1,1,2,0,1,1,0,1,2
508,509,0,3,28,22.525,1,1,1,2,0,2,1,0,0,1
509,510,1,3,26,56.4958,1,1,1,2,0,3,1,0,0,1
510,511,1,3,29,7.75,1,1,0,1,0,1,1,0,0,1
511,512,0,3,28,8.05,1,1,0,2,0,1,1,0,1,1
512,513,1,1,36,26.2875,1,1,1,2,0,1,0,2,0,2
513,514,1,1,54,59.4,2,0,1,0,1,2,1,0,0,3
514,515,0,3,24,7.4958,1,1,0,2,0,1,1,0,0,1
515,516,0,1,47,34.0208,1,1,1,2,0,1,0,3,0,3
516,517,1,2,34,10.5,2,0,0,2,0,1,0,7,0,2
517,518,0,3,28,24.15,1,1,1,1,0,2,1,0,1,1
518,519,1,2,36,26.0,2,0,1,2,1,2,1,0,0,2
519,520,0,3,32,7.8958,1,1,0,2,0,1,1,0,0,1
520,521,1,1,30,93.5,3,0,1,2,0,2,0,3,0,1
521,522,0,3,22,7.8958,1,1,0,2,0,1,1,0,0,1
522,523,0,3,28,7.225,1,1,0,0,0,1,1,0,1,1
523,524,1,1,44,57.9792,2,0,1,0,1,2,0,2,0,3
524,525,0,3,28,7.2292,1,1,0,0,0,1,1,0,1,1
525,526,0,3,40,7.75,1,1,0,1,0,1,1,0,0,2
526,527,1,2,50,10.5,3,0,0,2,0,1,1,0,0,3
527,528,0,1,41,221.7792,1,1,1,2,0,2,0,1,1,2
528,529,0,3,39,7.925,1,1,0,2,0,1,1,0,0,2
529,530,0,2,23,11.5,1,1,0,2,1,1,1,0,0,1
530,531,1,2,2,26.0,3,0,1,2,1,2,1,0,0,0
531,532,0,3,28,7.2292,1,1,0,0,0,1,1,0,1,1
532,533,0,3,17,7.2292,1,1,0,0,1,1,1,0,0,0
533,534,1,3,32,22.3583,2,0,1,0,1,2,1,0,1,1
534,535,0,3,30,8.6625,3,0,0,2,0,1,1,0,0,1
535,536,1,2,7,26.25,3,0,1,2,1,2,1,0,0,0
536,537,0,1,45,26.55,5,1,1,2,0,1,0,3,0,3
537,538,1,1,30,106.425,3,0,1,0,0,2,1,0,0,1
538,539,0,3,28,14.5,1,1,0,2,0,2,1,0,1,1
539,540,1,1,22,49.5,3,0,1,0,1,1,0,1,0,1
540,541,1,1,36,71.0,3,0,1,2,1,2,0,2,0,2
541,542,0,3,9,31.275,3,0,1,2,2,3,1,0,0,0
542,543,0,3,11,31.275,3,0,1,2,2,3,1,0,0,0
543,544,1,2,32,26.0,1,1,1,2,1,2,1,0,0,1
544,545,0,1,50,106.425,1,1,1,0,1,2,0,2,0,3
545,546,0,1,64,26.0,1,1,1,2,0,1,1,0,0,4
546,547,1,2,19,26.0,2,0,1,2,1,2,1,0,0,1
547,548,1,2,32,13.8625,1,1,0,0,0,1,1,0,1,1
548,549,0,3,33,20.525,1,1,1,2,1,2,1,0,0,1
549,550,1,2,8,36.75,5,1,1,2,1,2,1,0,0,0
550,551,1,1,17,110.8833,1,1,1,0,1,2,0,1,0,0
551,552,0,2,27,26.0,1,1,1,2,0,2,1,0,0,1
552,553,0,3,28,7.8292,1,1,0,1,0,1,1,0,1,1
553,554,1,3,22,7.225,1,1,0,0,0,1,1,0,0,1
554,555,1,3,22,7.775,3,0,0,2,0,1,1,0,0,1
555,556,0,1,62,26.55,1,1,1,2,0,1,1,0,0,4
556,557,1,1,48,39.6,2,0,1,0,1,1,0,1,0,3
557,558,0,1,41,227.525,1,1,1,0,0,2,1,0,1,2
558,559,1,1,39,79.65,2,0,1,2,1,2,0,2,0,2
559,560,1,3,36,17.4,2,0,1,2,1,2,1,0,0,2
560,561,0,3,28,7.75,1,1,0,1,0,1,1,0,1,1
561,562,0,3,40,7.8958,1,1,0,2,0,1,1,0,0,2
562,563,0,2,28,13.5,1,1,0,2,0,1,1,0,0,1
563,564,0,3,28,8.05,1,1,0,2,0,1,1,0,1,1
564,565,0,3,17,8.05,3,0,0,2,0,1,1,0,1,0
565,566,0,3,24,24.15,1,1,1,2,1,2,1,0,0,1
566,567,0,3,19,7.8958,1,1,0,2,0,1,1,0,0,1
567,568,0,3,29,21.075,2,0,1,2,2,2,1,0,0,1
568,569,0,3,28,7.2292,1,1,0,0,0,1,1,0,1,1
569,570,1,3,32,7.8542,1,1,0,2,0,1,1,0,0,1
570,571,1,2,62,10.5,1,1,0,2,0,1,1,0,0,4
571,572,1,1,53,51.4792,2,0,1,2,1,2,0,5,0,3
572,573,1,1,36,26.3875,1,1,1,2,0,1,0,2,0,2
573,574,1,3,17,7.75,3,0,0,1,0,1,1,0,1,0
574,575,0,3,16,8.05,1,1,0,2,0,1,1,0,0,0
575,576,0,3,19,14.5,1,1,0,2,0,2,1,0,0,1
576,577,1,2,34,13.0,3,0,0,2,0,1,1,0,0,2
577,578,1,1,39,55.9,2,0,1,2,1,2,0,2,0,2
578,579,0,3,32,14.4583,2,0,0,0,1,2,1,0,1,1
579,580,1,3,32,7.925,1,1,0,2,0,1,1,0,0,1
580,581,1,2,25,30.0,3,0,1,2,1,2,1,0,0,1
581,582,1,1,39,110.8833,2,0,1,0,1,2,0,3,0,2
582,583,0,2,54,26.0,1,1,1,2,0,2,1,0,0,3
583,584,0,1,36,40.125,1,1,1,0,0,1,0,2,0,2
584,585,0,3,28,8.7125,1,1,0,0,0,1,1,0,1,1
585,586,1,1,18,79.65,3,0,1,2,1,2,0,3,0,1
586,587,0,2,47,15.0,1,1,0,2,0,1,1,0,0,3
587,588,1,1,60,79.2,1,1,1,0,1,2,0,1,0,4
588,589,0,3,22,8.05,1,1,0,2,0,1,1,0,0,1
589,590,0,3,28,8.05,1,1,0,2,0,1,1,0,1,1
590,591,0,3,35,7.125,1,1,0,2,0,1,1,0,0,2
591,592,1,1,52,78.2667,2,0,1,0,1,2,0,5,0,3
592,593,0,3,47,7.25,1,1,0,2,0,1,1,0,0,3
593,594,0,3,17,7.75,3,0,0,1,1,1,1,0,1,0
594,595,0,2,37,26.0,1,1,1,2,1,2,1,0,0,2
595,596,0,3,36,24.15,1,1,1,2,1,2,1,0,0,2
596,597,1,2,20,33.0,3,0,1,2,0,2,1,0,1,1
597,598,0,3,49,0.0,1,1,0,2,0,2,1,0,0,3
598,599,0,3,28,7.225,1,1,0,0,0,1,1,0,1,1
599,600,1,1,49,56.9292,5,1,1,0,1,2,0,5,0,3
600,601,1,2,24,27.0,2,0,1,2,1,2,1,0,0,1
601,602,0,3,28,7.8958,1,1,0,2,0,1,1,0,1,1
602,603,0,1,41,42.4,1,1,1,2,0,2,1,0,1,2
603,604,0,3,44,8.05,1,1,0,2,0,1,1,0,0,3
604,605,1,1,35,26.55,1,1,1,0,0,1,1,0,0,2
605,606,0,3,36,15.55,1,1,0,2,1,2,1,0,0,2
606,607,0,3,30,7.8958,1,1,0,2,0,1,1,0,0,1
607,608,1,1,27,30.5,1,1,1,2,0,1,1,0,0,1
608,609,1,2,22,41.5792,2,0,1,0,1,2,1,0,0,1
609,610,1,1,40,153.4625,3,0,1,2,0,2,0,2,0,2
610,611,0,3,39,31.275,2,0,1,2,2,3,1,0,0,2
611,612,0,3,28,7.05,1,1,0,2,0,1,1,0,1,1
612,613,1,3,17,15.5,3,0,0,1,1,2,1,0,1,0
613,614,0,3,28,7.75,1,1,0,1,0,1,1,0,1,1
614,615,0,3,35,8.05,1,1,0,2,0,1,1,0,0,2
615,616,1,2,24,65.0,3,0,1,2,1,2,1,0,0,1
616,617,0,3,34,14.4,1,1,0,2,1,2,1,0,0,2
617,618,0,3,26,16.1,2,0,0,2,1,2,1,0,0,1
618,619,1,2,4,39.0,3,0,1,2,1,2,0,3,0,0
619,620,0,2,26,10.5,1,1,0,2,0,1,1,0,0,1
620,621,0,3,27,14.4542,1,1,0,0,1,2,1,0,0,1
621,622,1,1,42,52.5542,1,1,1,2,1,2,0,3,0,2
622,623,1,3,20,15.7417,1,1,0,0,1,2,1,0,0,1
623,624,0,3,21,7.8542,1,1,0,2,0,1,1,0,0,1
624,625,0,3,21,16.1,1,1,0,2,0,2,1,0,0,1
625,626,0,1,61,32.3208,1,1,1,2,0,1,0,4,0,4
626,627,0,2,57,12.35,4,1,0,1,0,1,1,0,0,3
627,628,1,1,21,77.9583,3,0,1,2,0,2,0,1,0,1
628,629,0,3,26,7.8958,1,1,0,2,0,1,1,0,0,1
629,630,0,3,28,7.7333,1,1,0,1,0,1,1,0,1,1
630,631,1,1,80,30.0,1,1,1,2,0,1,0,1,0,4
631,632,0,3,51,7.0542,1,1,0,2,0,1,1,0,0,3
632,633,1,1,32,30.5,5,1,1,0,0,1,0,4,0,1
633,634,0,1,41,0.0,1,1,0,2,0,1,1,0,1,2
634,635,0,3,9,27.9,3,0,1,2,2,3,1,0,0,0
635,636,1,2,28,13.0,3,0,0,2,0,1,1,0,0,1
636,637,0,3,32,7.925,1,1,0,2,0,1,1,0,0,1
637,638,0,2,31,26.25,1,1,1,2,1,2,1,0,0,1
638,639,0,3,41,39.6875,2,0,1,2,2,3,1,0,0,2
639,640,0,3,28,16.1,1,1,0,2,1,2,1,0,1,1
640,641,0,3,20,7.8542,1,1,0,2,0,1,1,0,0,1
641,642,1,1,24,69.3,2,0,1,0,0,2,0,4,0,1
642,643,0,3,2,27.9,3,0,1,2,2,3,1,0,0,0
643,644,1,3,28,56.4958,1,1,1,2,0,3,1,0,1,1
644,645,1,3,0,19.2583,3,0,1,0,1,2,1,0,0,0
645,646,1,1,48,76.7292,1,1,1,0,1,2,0,7,0,3
646,647,0,3,19,7.8958,1,1,0,2,0,1,1,0,0,1
647,648,1,1,56,35.5,5,1,1,0,0,1,0,6,0,3
648,649,0,3,28,7.55,1,1,0,2,0,1,1,0,1,1
649,650,1,3,23,7.55,3,0,0,2,0,1,1,0,0,1
650,651,0,3,28,7.8958,1,1,0,2,0,1,1,0,1,1
651,652,1,2,18,23.0,3,0,1,2,1,2,1,0,0,1
652,653,0,3,21,8.4333,1,1,0,2,0,1,1,0,0,1
653,654,1,3,17,7.8292,3,0,0,1,0,1,1,0,1,0
654,655,0,3,18,6.75,3,0,0,1,0,1,1,0,0,1
655,656,0,2,24,73.5,1,1,1,2,1,3,1,0,0,1
656,657,0,3,28,7.8958,1,1,0,2,0,1,1,0,1,1
657,658,0,3,32,15.5,2,0,0,1,1,2,1,0,0,1
658,659,0,2,23,13.0,1,1,0,2,0,1,1,0,0,1
659,660,0,1,58,113.275,1,1,1,0,1,2,0,1,0,3
660,661,1,1,50,133.65,5,1,1,2,1,2,1,0,0,3
661,662,0,3,40,7.225,1,1,0,0,0,1,1,0,0,2
662,663,0,1,47,25.5875,1,1,1,2,0,1,0,1,0,3
663,664,0,3,36,7.4958,1,1,0,2,0,1,1,0,0,2
664,665,1,3,20,7.925,1,1,0,2,1,1,1,0,0,1
665,666,0,2,32,73.5,1,1,1,2,1,3,1,0,0,1
666,667,0,2,25,13.0,1,1,0,2,0,1,1,0,0,1
667,668,0,3,28,7.775,1,1,0,2,0,1,1,0,1,1
668,669,0,3,43,8.05,1,1,0,2,0,1,1,0,0,2
669,670,1,1,42,52.0,2,0,1,2,1,2,0,2,1,2
670,671,1,2,40,39.0,2,0,1,2,1,2,1,0,0,2
671,672,0,1,31,52.0,1,1,1,2,1,2,0,1,0,1
672,673,0,2,70,10.5,1,1,0,2,0,1,1,0,0,4
673,674,1,2,31,13.0,1,1,0,2,0,1,1,0,0,1
674,675,0,2,32,0.0,1,1,0,2,0,1,1,0,1,1
675,676,0,3,18,7.775,1,1,0,2,0,1,1,0,0,1
676,677,0,3,24,8.05,1,1,0,2,0,1,1,0,0,1
677,678,1,3,18,9.8417,3,0,0,2,0,1,1,0,0,1
678,679,0,3,43,46.9,2,0,1,2,2,3,1,0,0,2
679,680,1,1,36,512.3292,1,1,1,0,1,2,0,2,0,2
680,681,0,3,17,8.1375,3,0,0,1,0,1,1,0,1,0
681,682,1,1,27,76.7292,1,1,1,0,0,2,0,5,0,1
682,683,0,3,20,9.225,1,1,0,2,0,1,1,0,0,1
683,684,0,3,14,46.9,1,1,1,2,2,3,1,0,0,0
684,685,0,2,60,39.0,1,1,1,2,1,2,1,0,0,4
685,686,0,2,25,41.5792,1,1,1,0,1,2,1,0,0,1
686,687,0,3,14,39.6875,1,1,1,2,2,3,1,0,0,0
687,688,0,3,19,10.1708,1,1,0,2,0,1,1,0,0,1
688,689,0,3,18,7.7958,1,1,0,2,0,1,1,0,0,1
689,690,1,1,15,211.3375,3,0,1,2,1,2,0,3,0,0
690,691,1,1,31,57.0,1,1,1,2,1,2,0,5,0,1
691,692,1,3,4,13.4167,3,0,0,0,1,2,1,0,0,0
692,693,1,3,28,56.4958,1,1,1,2,0,3,1,0,1,1
693,694,0,3,25,7.225,1,1,0,0,0,1,1,0,0,1
694,695,0,1,60,26.55,5,1,1,2,0,1,1,0,0,4
695,696,0,2,52,13.5,1,1,0,2,0,1,1,0,0,3
696,697,0,3,44,8.05,1,1,0,2,0,1,1,0,0,3
697,698,1,3,17,7.7333,3,0,0,1,0,1,1,0,1,0
698,699,0,1,49,110.8833,1,1,1,0,1,2,0,3,0,3
699,700,0,3,42,7.65,1,1,0,2,0,1,0,2,0,2
700,701,1,1,18,227.525,2,0,1,0,1,2,0,1,0,1
701,702,1,1,35,26.2875,1,1,1,2,0,1,0,3,0,2
702,703,0,3,18,14.4542,3,0,0,0,1,2,1,0,0,1
703,704,0,3,25,7.7417,1,1,0,1,0,1,1,0,0,1
704,705,0,3,26,7.8542,1,1,0,2,1,1,1,0,0,1
705,706,0,2,39,26.0,1,1,1,2,0,2,1,0,0,2
706,707,1,2,45,13.5,2,0,0,2,0,1,1,0,0,3
707,708,1,1,42,26.2875,1,1,1,2,0,1,0,3,0,2
708,709,1,1,22,151.55,3,0,1,2,0,3,1,0,0,1
709,710,1,3,6,15.2458,5,1,0,0,1,2,1,0,1,0
710,711,1,1,24,49.5042,2,0,1,0,0,1,0,1,0,1
711,712,0,1,41,26.55,1,1,1,2,0,1,0,2,1,2
712,713,1,1,48,52.0,1,1,1,2,1,2,0,2,0,3
713,714,0,3,29,9.4833,1,1,0,2,0,1,1,0,0,1
714,715,0,2,52,13.0,1,1,0,2,0,2,1,0,0,3
715,716,0,3,19,7.65,1,1,0,2,0,1,0,3,0,1
716,717,1,1,38,227.525,3,0,1,0,0,2,0,2,0,2
717,718,1,2,27,10.5,3,0,0,2,0,1,0,5,0,1
718,719,0,3,28,15.5,1,1,0,1,0,2,1,0,1,1
719,720,0,3,33,7.775,1,1,0,2,0,1,1,0,0,1
720,721,1,2,6,33.0,3,0,1,2,1,2,1,0,0,0
721,722,0,3,17,7.0542,1,1,0,2,1,1,1,0,0,0
722,723,0,2,34,13.0,1,1,0,2,0,1,1,0,0,2
723,724,0,2,50,13.0,1,1,0,2,0,1,1,0,0,3
724,725,1,1,27,53.1,1,1,1,2,1,2,0,2,0,1
725,726,0,3,20,8.6625,1,1,0,2,0,1,1,0,0,1
726,727,1,2,30,21.0,2,0,1,2,1,2,1,0,0,1
727,728,1,3,17,7.7375,3,0,0,1,0,1,1,0,1,0
728,729,0,2,25,26.0,1,1,1,2,1,2,1,0,0,1
729,730,0,3,25,7.925,3,0,0,2,1,1,1,0,0,1
730,731,1,1,29,211.3375,3,0,1,2,0,2,0,3,0,1
731,732,0,3,11,18.7875,1,1,1,0,0,2,1,0,0,0
732,733,0,2,32,0.0,1,1,0,2,0,1,1,0,1,1
733,734,0,2,23,13.0,1,1,0,2,0,1,1,0,0,1
734,735,0,2,23,13.0,1,1,0,2,0,1,1,0,0,1
735,736,0,3,28,16.1,1,1,0,2,0,2,1,0,0,1
736,737,0,3,48,34.375,2,0,1,2,2,2,1,0,0,3
737,738,1,1,35,512.3292,1,1,1,0,0,2,0,5,0,2
738,739,0,3,28,7.8958,1,1,0,2,0,1,1,0,1,1
739,740,0,3,28,7.8958,1,1,0,2,0,1,1,0,1,1
740,741,1,1,41,30.0,1,1,1,2,0,1,0,2,1,2
741,742,0,1,36,78.85,1,1,1,2,1,2,0,3,0,2
742,743,1,1,21,262.375,3,0,1,0,2,3,0,2,0,1
743,744,0,3,24,16.1,1,1,0,2,1,2,1,0,0,1
744,745,1,3,31,7.925,1,1,0,2,0,1,1,0,0,1
745,746,0,1,70,71.0,5,1,1,2,1,2,0,2,0,4
746,747,0,3,16,20.25,1,1,1,2,1,2,1,0,0,0
747,748,1,2,30,13.0,3,0,0,2,0,1,1,0,0,1
748,749,0,1,19,53.1,1,1,1,2,1,2,0,3,0,1
749,750,0,3,31,7.75,1,1,0,1,0,1,1,0,0,1
750,751,1,2,4,23.0,3,0,1,2,1,2,1,0,0,0
751,752,1,3,6,12.475,5,1,0,2,1,2,0,2,0,0
752,753,0,3,33,9.5,1,1,0,2,0,1,1,0,0,1
753,754,0,3,23,7.8958,1,1,0,2,0,1,1,0,0,1
754,755,1,2,48,65.0,2,0,1,2,1,2,1,0,0,3
755,756,1,2,0,14.5,5,1,0,2,1,2,1,0,0,0
756,757,0,3,28,7.7958,1,1,0,2,0,1,1,0,0,1
757,758,0,2,18,11.5,1,1,0,2,0,1,1,0,0,1
758,759,0,3,34,8.05,1,1,0,2,0,1,1,0,0,2
759,760,1,1,33,86.5,5,0,1,2,0,2,0,3,0,1
760,761,0,3,28,14.5,1,1,0,2,0,2,1,0,1,1
761,762,0,3,41,7.125,1,1,0,2,0,1,1,0,0,2
762,763,1,3,20,7.2292,1,1,0,0,0,1,1,0,0,1
763,764,1,1,36,120.0,2,0,1,2,1,2,0,4,0,2
764,765,0,3,16,7.775,1,1,0,2,0,1,1,0,0,0
765,766,1,1,51,77.9583,2,0,1,2,1,2,0,1,0,3
766,767,0,1,37,39.6,5,1,1,0,0,1,1,0,1,2
767,768,0,3,30,7.75,3,0,0,1,0,1,1,0,0,1
768,769,0,3,28,24.15,1,1,1,1,1,2,1,0,1,1
769,770,0,3,32,8.3625,1,1,0,2,0,1,1,0,0,1
770,771,0,3,24,9.5,1,1,0,2,0,1,1,0,0,1
771,772,0,3,48,7.8542,1,1,0,2,0,1,1,0,0,3
772,773,0,2,57,10.5,2,0,0,2,0,2,0,3,0,3
773,774,0,3,28,7.225,1,1,0,0,0,1,1,0,1,1
774,775,1,2,54,23.0,2,0,1,2,2,2,1,0,0,3
775,776,0,3,18,7.75,1,1,0,2,0,1,1,0,0,1
776,777,0,3,28,7.75,1,1,0,1,0,1,0,3,1,1
777,778,1,3,5,12.475,3,0,0,2,0,2,1,0,0,0
778,779,0,3,28,7.7375,1,1,0,1,0,1,1,0,1,1
779,780,1,1,43,211.3375,2,0,1,2,1,2,0,1,0,2
780,781,1,3,13,7.2292,3,0,0,0,0,1,1,0,0,0
781,782,1,1,17,57.0,2,0,1,2,1,2,0,5,0,0
782,783,0,1,29,30.0,1,1,1,2,0,1,0,6,0,1
783,784,0,3,28,23.45,1,1,1,2,1,2,1,0,1,1
784,785,0,3,25,7.05,1,1,0,2,0,1,1,0,0,1
785,786,0,3,25,7.25,1,1,0,2,0,1,1,0,0,1
786,787,1,3,18,7.4958,3,0,0,2,0,1,1,0,0,1
787,788,0,3,8,29.125,5,1,1,1,2,3,1,0,0,0
788,789,1,3,1,20.575,5,1,1,2,1,2,1,0,0,0
789,790,0,1,46,79.2,1,1,1,0,0,2,0,1,0,3
790,791,0,3,28,7.75,1,1,0,1,0,1,1,0,1,1
791,792,0,2,16,26.0,1,1,1,2,0,2,1,0,0,0
792,793,0,3,17,69.55,3,0,1,2,2,4,1,0,1,0
793,794,0,1,41,30.6958,1,1,1,0,0,1,1,0,1,2
794,795,0,3,25,7.8958,1,1,0,2,0,1,1,0,0,1
795,796,0,2,39,13.0,1,1,0,2,0,1,1,0,0,2
796,797,1,1,49,25.9292,5,0,1,2,0,1,0,3,0,3
797,798,1,3,31,8.6833,2,0,0,2,0,1,1,0,0,1
798,799,0,3,30,7.2292,1,1,0,0,0,1,1,0,0,1
799,800,0,3,30,24.15,2,0,1,2,1,2,1,0,0,1
800,801,0,2,34,13.0,1,1,0,2,0,2,1,0,0,2
801,802,1,2,31,26.25,2,0,1,2,1,2,1,0,0,1
802,803,1,1,11,120.0,5,1,1,2,1,2,0,4,0,0
803,804,1,3,0,8.5167,5,1,0,0,1,2,1,0,0,0
804,805,1,3,27,6.975,1,1,0,2,0,1,1,0,0,1
805,806,0,3,31,7.775,1,1,0,2,0,1,1,0,0,1
806,807,0,1,39,0.0,1,1,0,2,0,1,0,4,0,2
